"name","builds","builds_from","source_description","website","website_identity","website_looked_for","entity_type","founders","founders_source","dpiit_status","dpiit_stage","contact_email","contact_page","domain_registered","web_first_capture","build_tags","domain_tags","public_programmes","programme_count","publishing_organisations","hiring_roles","team_page","site_versions_2y","parked_homepage","papers_found","city","state","rdi_sector","rdi_subsector","rdi_project","placed_from","classifier_reasoning","tier","public_traces","on_record","on_record_basis","started","in_database","signals","page"
"Neer Shakti Systems Private Limited",,"","DPIIT recognised. Industry: Nanotechnology. Stage: Prototype.",,,"no","company",,"","recognised","Prototype","","","","","","","DPIIT recognition","1","1","","","","","","Dakshina Kannada","Karnataka","2","Advanced Materials",,"register-label","Neer Shakti Systems' nanotechnology focus on potable water generation aligns directly with the advanced materials subsector's explicit emphasis on nanomaterials and adsorbates for water purification applications.","C","1","2023-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/neer-shakti-systems"
"AVP Star Private Limited",,"","DPIIT recognised. Industry: Nanotechnology. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","","Surat","Gujarat","2","Advanced Materials",,"register-label","AVP STAR is a nanotechnology startup, and sub-sector 2.6 covers nanomaterials and advanced materials development, with specific mention of nanotechnology applications like water treatment and composite materials.","C","1","2023-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/avp-star"
"BCD Analytics Hub",,"","Startup India profile, not DPIIT recognised. Industry: Biotechnology. Stage: Prototype.",,,"no","unverified",,"","profile","Prototype","","","","","","","","0","0","","","","","","Siwan","Bihar","4","Biotechnology & Life Sciences",,"register-label","BCD Analytics Hub is a biotechnology startup focused on analytics, which aligns with computational and AI-driven approaches to life sciences data analysis.","C","1","2023-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/bcd-analytics-hub"
"Focalpreneur Technologies & Services Private Limited",,"","DPIIT recognised. Industry: Robotics. Sector: Robotics Technology. Stage: Prototype.",,,"no","company",,"","recognised","Prototype","","","","","","","DPIIT recognition","1","1","","","","","","Ganjam","Odisha","2","Intelligent Systems & Robotics",,"register-label","FocalPreneur Technologies is a robotics startup at prototype stage, and modular robotic platforms is the core project type under Intelligent Systems & Robotics that encompasses general-purpose robotic system development.","C","1","2023-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/focalpreneur-technologies-services"
"Corr Robotics Private Limited",,"","DPIIT recognised. Industry: Robotics. Sector: Robotics Application. Stage: Prototype.",,,"no","company",,"","recognised","Prototype","","","","","","","DPIIT recognition","1","1","","","","","","Malappuram","Kerala","2","Intelligent Systems & Robotics",,"register-label","CORR Robotics, a robotics application startup at prototype stage, aligns with the modular robotic platforms project type under Intelligent Systems & Robotics, which focuses on developing versatile robotic systems.","C","1","2023-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/corr-robotics"
"Mrobotics Private Limited",,"","DPIIT recognised. Industry: Robotics. Sector: Robotics Application. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","0","Vadodara","Gujarat","2","Intelligent Systems & Robotics",,"register-label","MROBOTICS is a robotics application startup at validation stage, and modular robotic platforms is the closest match within Intelligent Systems & Robotics for companies building foundational robotic systems.","C","1","2023-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/mrobotics"
"Indrarjun AI Automation and Robotics Private Limited",,"","DPIIT recognised. Industry: Robotics. Sector: Robotics Technology. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","0","Jaipur","Rajasthan","2","Intelligent Systems & Robotics",,"register-label","INDRARJUN develops robotics technology at validation stage, which aligns with sub-sector 2.7's focus on modular robotic platforms and intelligent systems for automation applications.","C","1","2023-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/indrarjun-ai-automation-and-robotics"
"Kalki Robotics (OPC) Private Limited",,"","DPIIT recognised. Industry: Robotics. Sector: Robotics Technology. Stage: Prototype.",,,"no","company",,"","recognised","Prototype","","","","","","","DPIIT recognition","1","1","","","","","0","Tiruchirappalli","Tamil Nadu","2","Intelligent Systems & Robotics",,"register-label","Kalki Robotics develops robotics technology at the prototype stage, which aligns with the modular robotic platforms project type under Intelligent Systems & Robotics.","C","1","2023-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/kalki-robotics-opc"
"Keshava Elite Projects Private Limited",,"","Startup India profile, not DPIIT recognised. Industry: Robotics. Sector: Robotics Technology. Stage: Scaling.",,,"no","company",,"","profile","Scaling","","","","","","","","0","0","","","","","1","Prakasam","Andhra Pradesh","2","Intelligent Systems & Robotics",,"register-label","KESHAVA ELITE PROJECTS is a robotics technology startup at scaling stage, which aligns with the modular robotic platforms project type under Intelligent Systems & Robotics that focuses on developing scalable robotic solutions.","C","1","2023-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/keshava-elite-projects"
"Aerovity Advanced System LLP",,"","Startup India profile, not DPIIT recognised. Industry: Aeronautics Aerospace & Defence. Sector: Space Technology. Stage: Prototype.",,,"no","company",,"","profile","Prototype","","","","","","","","0","0","","","","","0","Surat","Gujarat","2","Space Technologies",,"register-label","Aerovity is an aerospace startup working on propulsion and launch vehicle systems, which directly aligns with the Space Technologies sub-sector's focus on advanced launch vehicles and propulsion innovation.","C","1","2023-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/aerovity-advanced-system"
"Meerkats Innovative Technotools Private Limited",,"","DPIIT recognised. Industry: Nanotechnology. Stage: EarlyTraction.",,,"no","company",,"","recognised","EarlyTraction","","","","","","","DPIIT recognition","1","1","","","","","2","Central Delhi","Delhi","2","Advanced Materials",,"register-label","MEERKATS is a nanotechnology startup, and the Advanced Materials sub-sector explicitly lists nanomaterials as a core focus area with applications in water purification and materials innovation.","C","1","2022-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/meerkats-innovative-technotools"
"Nanospin Technologies LLP",,"","DPIIT recognised. Industry: Nanotechnology. Stage: EarlyTraction.",,,"no","company",,"","recognised","EarlyTraction","","","","","","","DPIIT recognition","1","1","","","","","0","Ahmedabad","Gujarat","2","Advanced Materials",,"register-label","Nanospin Technologies works in nanotechnology and as a DPIIT-recognised startup in this space most likely develops nanomaterials or nanostructured solutions, which directly aligns with the Advanced Materials sub-sector's focus on nanomaterials and their applications.","C","1","2022-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/nanospin-technologies"
"Shrikant Nanomaterials Research Private Limited",,"","DPIIT recognised. Industry: Nanotechnology. Stage: Prototype.",,,"no","company",,"","recognised","Prototype","","","","","","","DPIIT recognition","1","1","","","","","2","Nagpur","Maharashtra","2","Advanced Materials",,"register-label","Shrikant Nanomaterials Research, as a nanotechnology startup, fits squarely within the Advanced Materials sub-sector, which explicitly lists nanomaterials and their applications including water treatment as a core project type.","C","1","2022-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/shrikant-nanomaterials-research"
"Penguin Innovative Engineering Private Limited",,"","DPIIT recognised. Industry: Robotics. Sector: Robotics Technology. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","","Ahmedabad","Gujarat","2","Intelligent Systems & Robotics",,"register-label","Penguin Innovative Engineering is a robotics startup, and sub-sector 2.7 covers intelligent systems and robotics with modular robotic platforms as a core project type that aligns with general robotics technology development.","C","1","2022-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/penguin-innovative-engineering"
"Trizlabz Private Limited",,"","DPIIT recognised. Industry: Robotics. Sector: Robotics Technology. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","0","Ernakulam","Kerala","2","Intelligent Systems & Robotics",,"register-label","TRIZLABZ is a robotics startup, and subsector 2.7 Intelligent Systems & Robotics covers modular robotic platforms as a core project type that aligns with their industry classification.","C","1","2022-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/trizlabz"
"D-Rube Labs and Research Private Limited",,"","DPIIT recognised. Industry: Robotics. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","0","Ernakulam","Kerala","2","Intelligent Systems & Robotics",,"register-label","D-Rube Labs is a robotics startup, and sub-sector 2.7 covers intelligent systems and robotic platforms including modular designs, edge intelligence, and autonomous capabilities that align with robotics development.","C","1","2022-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/d-rube-labs-and-research"
"Ethereal Exploration Guild Private Limited",,"","DPIIT recognised. Industry: Aeronautics Aerospace & Defence. Sector: Space Technology. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","0","Bengaluru","Karnataka","2","Space Technologies",,"register-label","The company is an aerospace startup in space technology, and geospatial/remote sensing represents the most common entry point for emerging Indian space ventures that validate technology platforms before graduating to satellite systems or launch capabilities.","C","1","2022-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/ethereal-exploration-guild"
"Darwin Digitech Pvt Ltd",,"","Comprehensive Digital Joint & Muscle Therapy Clinic on Cloud","https://www.physioai.care/","associated","yes","company","Rahul Bajaj,Dr. Arun Rao","sine-iitb",,,"","","","","software","health","incubation at SINE, IIT Bombay","1","1","","","","","0",,,"3","AI in Healthcare","AI-powered telemedicine and remote patient monitoring","description","Darwin Digitech provides cloud-based digital therapy services for joint and muscle conditions, which aligns with remote patient monitoring and virtual healthcare delivery through digital platforms.","C","1","2021-01-01","cohort","2021","2026-09-12","1","https://rohitrao.in/upstream/c/darwin-digitech"
"EffecMed Pvt Ltd",,"","Developed two technologies for surgical repair of bone, namely bone graft for bone regeneration and resorbable screw for bone fixation",,,"yes","company","Kunal Khanna, Prof. Jayesh Bellare and Prof. Rohit Srivastava","sine-iitb",,,"","","","","","health","incubation at SINE, IIT Bombay","1","1","","","","","0",,,"4","Advanced Biomaterials & Regenerative Medicine","Smart and personalized implant design (patient-specific CAD/CAM, embedded sensors, functionalized implants)","description","EffecMed's bone grafts and resorbable screws are biocompatible implant materials designed for bone regeneration and fixation, fitting advanced biomaterials and regenerative medicine with personalized orthopedic implant solutions.","C","1","2021-01-01","cohort","2021","2026-09-12","1","https://rohitrao.in/upstream/c/effecmed"
"Vasishth Genomics Research Lab Private Limited",,"","DPIIT recognised. Industry: Biotechnology. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","6","Bengaluru","Karnataka","4","Biotechnology & Life Sciences",,"register-label","The company name directly indicates genomics research focus, placing it squarely within biotechnology and life sciences with emphasis on genomic technologies.","C","1","2021-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/vasishth-genomics-research-lab"
